Energy  consumption of dram;Energy consumption of cpu;Energy consumption of package;tempo
0.12225300000136485;1.8464360000070883;2.5078739999735262;19:5:8
0.08258099999875412;0.08294700000260491;0.5364990000089165;19:5:8
0.07726999999977124;0.08135999999649357;0.521361999999499;19:5:9
0.07922400000097696;0.08593699999619275;0.5219119999965187;19:5:9
0.07928499999979977;0.07971200000611134;0.5150750000029802;19:5:9
0.07720899999912945;0.07775899999251124;0.5167850000143517;19:5:9
0.0782470000012836;0.08477800000400748;0.5194090000004508;19:5:9
0.07739299999957439;0.09466499999689404;0.534362999984296;19:5:9
0.07891799999924842;0.09368900000117719;0.5277099999948405;19:5:9
0.07861400000001595;0.07702599999902304;0.5171510000072885;19:5:9
0.07965000000149303;0.08990500000072643;0.5253300000040326;19:5:9
0.07946799999990617;0.09680200000002515;0.5311879999935627;19:5:9
0.08575500000006286;0.10754399999859743;0.5433959999936633;19:5:10
0.07995599999958358;0.10156199999619275;0.5415040000225417;19:5:10
0.07775899999978719;0.08673100000305567;0.5211799999815412;19:5:10
0.0783690000007482;0.07855299999937415;0.5127560000109952;19:5:10
0.07739199999923585;0.09521400000085123;0.5296019999950659;19:5:10
0.0779419999998936;0.08435099999769591;0.5195309999980964;19:5:10
0.07891899999958696;0.08105500000237953;0.5211180000042077;19:5:10
0.07763599999998405;0.08166500000515953;0.516113999998197;19:5:10
0.07849200000055134;0.07971199999155942;0.5147700000088662;19:5:10
0.07806299999901967;0.08630300000368152;0.5216680000012275;19:5:10
0.07818700000098033;0.07446299999719486;0.5093380000034813;19:5:11
0.0782469999994646;0.078125;0.5130619999836199;19:5:11
0.07696500000020023;0.07769800000824034;0.512512000015704;19:5:11
0.07604999999966822;0.2548830000014277;0.689513999997871;19:5:11
0.07861299999967741;0.08764599999994971;0.5222779999894556;19:5:11
0.0785520000008546;0.08642599999438971;0.5216059999947902;19:5:11
0.07714900000064517;0.0822760000010021;0.5168460000131745;19:5:11
0.07757499999934225;0.08782899999641813;0.5225219999847468;19:5:11
0.07720999999946798;0.14105200000631157;0.575622000003932;19:5:11
0.07769800000096438;0.08074999999371357;0.5196540000033565;19:5:12
0.0780029999987164;0.07739200000651181;0.5125730000145268;19:5:12
0.07757500000116124;0.08184899999469053;0.515625;19:5:12
0.07714899999882618;0.15875200000300538;0.5944209999870509;19:5:12
0.07727000000159023;0.08135999999649357;0.5156859999988228;19:5:12
0.07916299999851617;0.08190900000045076;0.5167850000143517;19:5:12
0.07690400000137743;0.09100400000170339;0.5304569999861997;19:5:12
0.07690399999955844;0.1370230000029551;0.5715330000093672;19:5:12
0.0781860000006418;0.08648699999321252;0.5211790000030305;19:5:12
0.07861400000001595;0.07977300000493415;0.5149539999838453;19:5:12
0.07873499999914202;0.09289600000192877;0.526428000011947;19:5:13
0.07867400000031921;0.12164300000586081;0.5632319999858737;19:5:13
0.08062799999970593;0.09808299998985603;0.5373540000000503;19:5:13
0.07861299999967741;0.08044499999959953;0.5148920000065118;19:5:13
0.07952900000054797;0.10430900000210386;0.5386360000120476;19:5:13
