Energy  consumption of dram;Energy consumption of cpu;Energy consumption of package;tempo
0.0969239999999445;1.616516000000047;2.320494999999937;16:35:2
0.05639599999994971;0.015625;0.4528809999974328;16:35:2
0.055297999999766034;0.004090000000360305;0.43402100000093924;16:35:2
0.05517600000030143;0.004393999999592779;0.43371599999954924;16:35:2
0.058043999999881635;0.009888000000501052;0.44036899999628076;16:35:2
0.05548099999987244;0.004759999999805586;0.4401849999994738;16:35:2
0.056824000000233355;0.011963000000832835;0.4445800000030431;16:35:2
0.0560299999997369;0.004882999999608728;0.43402100000093924;16:35:2
0.05529800000022078;0.003661999999167165;0.43859900000097696;16:35:3
0.05590799999981755;0.004151000001002103;0.4325559999997495;16:35:3
0.05712900000025911;0.024718999999095104;0.45880100000067614;16:35:3
0.0560299999997369;0.004150000000663567;0.4332890000005136;16:35:3
0.05554200000005949;0.005737999999837484;0.441222999994352;16:35:3
0.05554200000005949;0.003478999999060761;0.4315190000052098;16:35:3
0.05529800000022078;0.004211000001305365;0.439513999997871;16:35:3
0.0558469999996305;0.005065999999715132;0.4382320000004256;16:35:3
0.05694600000015271;0.007567999999082531;0.4379879999978584;16:35:3
0.055785999999898195;0.00805700000091747;0.4360969999979716;16:35:4
0.05621400000018184;0.004516999999395921;0.43408199999976205;16:35:4
0.05523700000003373;0.004576999999699183;0.4388420000032056;16:35:4
0.055847000000085245;0.004700000001321314;0.43304499999794643;16:35:4
0.05517499999996289;0.003539999999702559;0.4381710000016028;16:35:4
0.05761799999982031;0.0089109999989887;0.4379879999978584;16:35:4
0.05517499999996289;0.004700000001321314;0.43853800000215415;16:35:4
0.05566399999997884;0.0032350000001315493;0.4374390000011772;16:35:4
0.063050000000203;0.18444799999997485;0.615111999999499;16:35:4
0.055297999999766034;0.004149999998844578;0.43829399999958696;16:35:4
0.055785999999898195;0.006225999999514897;0.4372559999974328;16:35:5
0.05712900000025911;0.0068970000011177035;0.43530200000532204;16:35:5
0.05560299999979179;0.005370999999286141;0.4408569999941392;16:35:5
0.05560300000024654;0.0036010000003443565;0.4315800000040326;16:35:5
0.05566399999997884;0.006225999999514897;0.44122300000162795;16:35:5
0.0559690000000046;0.0065300000005663605;0.43896500000118976;16:35:5
0.05554200000005949;0.005127000000356929;0.43615699999645585;16:35:5
0.05743399999983012;0.00860599999941769;0.4411009999967064;16:35:5
0.05554200000005949;0.007324000000153319;0.43652400000428315;16:35:5
0.05590799999981755;0.0046999999995023245;0.43878099999710685;16:35:5
0.057251000000178465;0.01428200000009383;0.4438480000026175;16:35:6
0.06060799999977462;0.28247100000044156;0.7131349999981467;16:35:6
0.05627500000036889;0.010559000000284868;0.44049100000120234;16:35:6
0.05926499999986845;0.04766899999958696;0.4774780000007013;16:35:6
0.05511500000011438;0.0031730000009702053;0.4377440000025672;16:35:6
0.056212999999843305;0.006957999999940512;0.4356079999997746;16:35:6
0.05645700000013676;0.033142999998744926;0.47173999999358784;16:35:6
0.05523700000003373;0.004759999999805586;0.4338380000044708;16:35:6
0.05749500000001717;0.01605300000119314;0.45068399999581743;16:35:6
0.05700699999988501;0.011168999999426887;0.4429320000053849;16:35:6
0.05560299999979179;0.005127000000356929;0.4325559999997495;16:35:7
0.05554200000005949;0.005248999999821535;0.4346919999952661;16:35:7
0.05511500000011438;0.00378400000045076;0.43853800000215415;16:35:7
0.055297999999766034;0.0057989999986602925;0.4338990000032936;16:35:7
0.055908000000272295;0.00598100000024715;0.4397580000004382;16:35:7
0.057128999999804364;0.00756800000090152;0.4393920000002254;16:35:7
0.055481000000327185;0.003661999999167165;0.43096999999397667;16:35:7
0.055358999999953085;0.006104000000050291;0.4403680000032182;16:35:7
0.055785999999898195;0.010071000000607455;0.4388429999962682;16:35:7
0.05694600000015271;0.0714109999989887;0.5028080000047339;16:35:7
0.05548099999987244;0.0045160000008763745;0.43396000000211643;16:35:8
0.05773899999985588;0.05712900000071386;0.4929809999957797;16:35:8
0.05566399999997884;0.006286999998337706;0.43438700000115205;16:35:8
0.05554200000005949;0.005310000000463333;0.43927000000257976;16:35:8
0.055785999999898195;0.003967000000557164;0.4324949999936507;16:35:8
0.05529800000022078;0.004456000000573113;0.4381710000016028;16:35:8
0.05590799999981755;0.00408900000002177;0.433167000002868;16:35:8
0.057189999999991414;0.008544999998775893;0.44329799999832176;16:35:8
0.055785999999898195;0.0045780000000377186;0.4331060000040452;16:35:8
0.05517600000030143;0.00408900000002177;0.43804899999668123;16:35:8
0.05541999999968539;0.004639000000679516;0.4352419999995618;16:35:9
0.05560300000024654;0.0038449999992735684;0.4359739999999874;16:35:9
0.05590799999981755;0.006348000000798493;0.43572999999742024;16:35:9
0.05621400000018184;0.004759999999805586;0.43670600000041304;16:35:9
0.05554200000005949;0.024781000000075437;0.45190500000171596;16:35:9
0.05590799999981755;0.004272000000128173;0.4336540000003879;16:35:9
0.055785999999898195;0.00585999999930209;0.44085700000141514;16:35:9
0.05560300000024654;0.0031730000009702053;0.4307249999983469;16:35:9
0.056701999999859254;0.0310059999992518;0.4658820000040578;16:35:9
0.05609099999992395;0.0050050000008923234;0.43371599999954924;16:35:9
0.0559690000000046;0.0065919999997277046;0.43591299999388866;16:35:10
0.05554200000005949;0.005553999999392545;0.43945300000632415;16:35:10
0.05554200000005949;0.00585999999930209;0.4373779999950784;16:35:10
0.05609099999992395;0.02642800000103307;0.4536130000051344;16:35:10
0.055970000000343134;0.007262999999511521;0.4417719999983092;16:35:10
0.0559690000000046;0.004150000000663567;0.43280099999537924;16:35:10
0.05609099999992395;0.007079999999405118;0.44085700000141514;16:35:10
0.05590799999981755;0.008850000000165892;0.43914800000493415;16:35:10
0.05688499999996566;0.008851000000504428;0.4417109999994864;16:35:10
0.055420000000140135;0.004576999999699183;0.4387209999986226;16:35:11
