Energy  consumption of dram,Energy consumption of cpu,Energy consumption of package,tempo,,,"320,886383999999",,"302,56905",,"318,780636",,"317,855648000003",,"318,800461999999",,,,"356,79571799997",,"328,719659999986",,"272,322753000004",,"342,328540000004",,"348,199706000016",,,
"0,089844000000085","1,49572799999987","2,51861500000086",17:2:3,,,"0,070557000000008",,"0,055297999999766",,"0,070494999999937",,"0,070373999999902",,"0,070374000000356",,TotalRam:,,"0,058349999999337",,"0,055541999998241",,"0,004272000000128",,"0,059447999999975",,"0,058777000000191",,TotalCPU,
"0,057921999999962","0,011657000000923","0,716675000003306",17:2:3,,,"0,070557000000008",,"0,055297999999766",,"0,070494999999937",,"0,070373999999902",,"0,070433999999295",,"1578,89218","1578,89","0,058349999999337",,"0,055603000000701",,"0,004272000000128",,"0,059447999999975",,"0,058838000000833",,"1648,36637699998","1648,36"
"0,055846999999631","0,004699999999502","0,687073000000964",17:2:3,,,"0,070557000000008",,"0,055297999999766",,"0,070494999999937",,"0,070373999999902",,"0,07043399999975",,,,"0,058350000002974",,"0,055603000000701",,"0,004272000000128",,"0,059447999999975",,"0,058838000000833",,,
"0,055420000000595","0,013061999999991","0,692017000001215",17:2:3,,,"0,070557000000008",,"0,055297999999766",,"0,070494999999937",,"0,070373999999902",,"0,07043399999975",,Mediana,,"0,058410000001459",,"0,055603000000701",,"0,004272000000128",,"0,059449000000313",,"0,058838000000833",,Mediana,
"0,056945999999698","0,016906000000745","0,690672999997332",17:2:3,,,"0,070557000000008",,"0,055297999999766",,"0,070494999999937",,"0,070374000000356",,"0,07043399999975",,"318,780636","318,78","0,058410000001459",,"0,055603000000701",,"0,004272999998648",,"0,059449000000313",,"0,058838000000833",,"342,328540000004",
"0,055358999999953","0,00518799999918","0,681518999997934",17:2:3,,,"0,070557000000008",,"0,055297999999766",,"0,070494999999937",,"0,07043399999975",,"0,070434000000205",,,,"0,058410999998159",,"0,055603999999221",,"0,004272999998648",,"0,059449000000313",,"0,058838000000833",,,
"0,055358999999953","0,010193000000072","0,686218000002555",17:2:3,,,"0,070617000000311",,"0,055297999999766",,"0,070494999999937",,"0,07043399999975",,"0,070434000000205",,,,"0,058410999998159",,"0,055663999999524",,"0,004272999998648",,"0,059509000000617",,"0,058897999999317",,,
"0,055969000000005","0,003905999999915","0,6875",17:2:4,,,"0,070617000000311",,"0,055297999999766",,"0,070494999999937",,"0,07043399999975",,"0,070434000000205",,,,"0,058411000001797",,"0,055663999999524",,"0,004272999998648",,"0,059509000000617",,"0,058898999999656",,,
"0,055298000000221","0,00463900000068","0,682739999996556",17:2:4,,,"0,070617000000311",,"0,055297999999766",,"0,070494999999937",,"0,07043399999975",,"0,070434000000205",,,,"0,058471000000282",,"0,055725000000166",,"0,004272999998648",,"0,059509999999136",,"0,058899000001475",,,
"0,055419999999685","0,005309999998644","0,678955000003043",17:2:4,,,"0,07061799999974",,"0,055297999999766",,"0,070494999999937",,"0,070434000000205",,"0,070434000000205",,,,"0,05847200000062",,"0,055725000000166",,"0,004273000000467",,"0,05956999999944",,"0,058960000000298",,,
