Energy  consumption of dram,Energy consumption of cpu,Energy consumption of package,tempo,,,"427,145999999995",,"415,145612000001",,"416,107888000015",,"412,679637999979",,"425,703841999983",,,,"863,74142099993",,"729,681087000023",,"737,52863599997",,"686,895492999942",,"729,559491000051",,,
"0,097960999999486","1,50183099999776","3,45922799999971",17:19:54,,,"0,055907999999363",,"0,055481000000327",,"0,055480999999418",,"0,055358999999953",,"0,05670100000043",,TotalRam:,,"0,013061999998172",,"0,009460999997827",,"0,004942999999912",,"0,006836000000476",,"0,014771000001929",,TotalCPU:,
"0,056274000000485","0,009582999999111","1,21459999999934",17:19:54,,,"0,055908000000272",,"0,055481000000327",,"0,055480999999418",,"0,055359000000863",,"0,05670100000043",,"2096,78297999997","2096,78","0,013061999998172",,"0,009522000000288",,"0,004942999999912",,"0,006896999999299",,"0,014832000000752",,"3747,40612799991","3747,41"
"0,057678999999553","0,011474000002636","1,21258500000113",17:19:54,,,"0,055908000000272",,"0,055481000000327",,"0,055480999999418",,"0,055359000000863",,"0,056701999999859",,,,"0,01306200000181",,"0,009581999998773",,"0,004943999996613",,"0,007201999997051",,"0,015015000000858",,,
"0,056030000000646","0,00518799999918","1,18963700000313",17:19:54,,,"0,055908000000272",,"0,055481000000327",,"0,055480999999418",,"0,055359000000863",,"0,056701999999859",,Mediana:,,"0,01306200000181",,"0,009583000002749",,"0,004943999996613",,"0,007202000000689",,"0,015502999998716",,Mediana,
"0,057433999999375","0,008483999998134","1,21093699999619",17:19:55,,,"0,055908000000272",,"0,055481000000327",,"0,055480999999418",,"0,055419000000256",,"0,056701999999859",,"416,107888000015","416,1","0,01306200000181",,"0,009642999997595",,"0,004944000000251",,"0,007384999997157",,"0,015503000002354",,"729,681087000023","729,69"
"0,05584700000054","0,004090000002179","1,18756099999882",17:19:55,,,"0,055908000000272",,"0,055481000000327",,"0,055480999999418",,"0,055419999999685",,"0,056701999999859",,,,"0,013121999996656",,"0,009764999998879",,"0,004944000000251",,"0,007386000001134",,"0,016234999999142",,,
"0,055236999999579","0,003601000000344","1,20587199999864",17:19:55,,,"0,055908000000272",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056763000000501",,,,"0,013122000000294",,"0,009765000002517",,"0,005004000002373",,"0,007445999999618",,"0,016296000001603",,,
"0,05584700000054","0,004393999999593","1,19921800000157",17:19:55,,,"0,055908999999701",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056822999998985",,,,"0,013122000000294",,"0,009765999999217",,"0,005004999999073",,"0,007506999998441",,"0,016418999999587",,,
"0,055175999999847","0,005614999998215","1,19152900000336",17:19:55,,,"0,055908999999701",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056822999999895",,,,"0,013122000000294",,"0,00982600000134",,"0,005004999999073",,"0,007507999998779",,"0,016844999998284",,,
"0,056518999999753","0,005860000001121","1,20599299999594",17:19:55,,,"0,055908999999701",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056822999999895",,,,"0,013122999996995",,"0,009887000000163",,"0,005004999999073",,"0,007508000002417",,"0,016846000002261",,,
"0,058348999999907","0,021667000000889","1,21917799999937",17:19:55,,,"0,055969000000005",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056823999999324",,,,"0,013122999996995",,"0,009948999999324",,"0,005004999999073",,"0,007568000000902",,"0,017334000000119",,,
"0,055054000000382","0,004517000001215","1,19171100000676",17:19:55,,,"0,055969000000005",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056823999999324",,,,"0,013123000000633",,"0,009949000002962",,"0,005004999999073",,"0,007628999999724",,"0,017455999997765",,,
"0,056090999999469","0,004821999998967","1,19006399999489",17:19:55,,,"0,055969000000005",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056883999999627",,,,"0,013123000000633",,"0,010071000000608",,"0,005005000002711",,"0,007690999998886",,"0,018249000000651",,,
"0,056519000000662","0,010254000000714","1,21227999999974",17:19:55,,,"0,055969000000005",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056884000001446",,,,"0,013183999999455",,"0,01013199999943",,"0,005005000002711",,"0,00775099999737",,"0,018554999998742",,,
"0,056029999999737","0,007079999999405","1,20245300000533",17:19:56,,,"0,055969000000005",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056884999999966",,,,"0,013183999999455",,"0,010192999998253",,"0,005065000001196",,"0,007811999999831",,"0,018616000001202",,,
"0,055298000000221","0,004881999997451","1,19104099999822",17:19:56,,,"0,055969000000005",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056884999999966",,,,"0,013183999999455",,"0,010192999998253",,"0,005065999997896",,"0,007811999999831",,"0,018921000002592",,,
"0,057738999999856","0,008179000000382","1,20934999999736",17:19:56,,,"0,055969000000005",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056884999999966",,,,"0,013183999999455",,"0,010193000001891",,"0,005066000001534",,"0,007811999999831",,"0,021240000001853",,,
"0,05554200000006","0,005615000001853","1,19055200000003",17:19:56,,,"0,055970000000343",,"0,055481000000327",,"0,055481000000327",,"0,055419999999685",,"0,056945000000269",,,,"0,013183999999455",,"0,010193000001891",,"0,005066000001534",,"0,007813000000169",,"0,022889000003488",,,
"0,055785999999898","0,005065999997896","1,20397899999807",17:19:56,,,"0,055970000000343",,"0,05554199999915",,"0,055481000000327",,"0,055419999999685",,"0,056945999999698",,,,"0,013183999999455",,"0,010193000001891",,"0,005066000001534",,"0,00787400000263",,"0,02368099999876",,,
"0,055908000000272","0,004700000001321","1,19036900000356",17:19:56,,,"0,055970000000343",,"0,05554199999915",,"0,055481000000327",,"0,055419999999685",,"0,05700699999943",,,,"0,013184000003093",,"0,010253000000375",,"0,005126999996719",,"0,00787400000263",,"0,023987000000489",,,
"0,055115000000114","0,003295999998954","1,20361299999786",17:19:56,,,"0,055970000000343",,"0,05554199999915",,"0,055481000000327",,"0,055419999999685",,"0,05700699999943",,,,"0,01324399999794",,"0,010254000000714",,"0,005127000000357",,"0,007934000001114",,"0,024292000001879",,,
"0,05554199999915","0,003174000001309","1,18701200000214",17:19:56,,,"0,056029999999737",,"0,05554200000006",,"0,055481000000327",,"0,055419999999685",,"0,057068000000072",,,,"0,013244000001578",,"0,010254000000714",,"0,005127000000357",,"0,007994999999937",,"0,024353000000701",,,
"0,057556000000659","0,008239999999205","1,21209699999599",17:19:56,,,"0,056029999999737",,"0,05554200000006",,"0,055481000000327",,"0,055419999999685",,"0,057189999999537",,,,"0,013244999998278",,"0,010314999999537",,"0,005127000000357",,"0,008056999999098",,"0,025818000001891",,,
"0,055602999999792","0,003906000001734","1,1980590000021",17:19:56,,,"0,056029999999737",,"0,05554200000006",,"0,055481000000327",,"0,055419999999685",,"0,057189999999537",,,,"0,013245000001916",,"0,01043700000082",,"0,005127000000357",,"0,008116999997583",,"0,025879000000714",,,
"0,055481000000327","0,004637999998522","1,19018599999981",17:19:57,,,"0,056029999999737",,"0,05554200000006",,"0,05554200000006",,"0,055419999999685",,"0,057190000000446",,,,"0,013305000000401",,"0,01043700000082",,"0,005127000000357",,"0,008117999997921",,"0,026550000002317",,,
"0,056091999999808","0,004700000001321","1,20556600000418",17:19:57,,,"0,056030000000646",,"0,05554200000006",,"0,05554200000006",,"0,055419999999685",,"0,057251000000179",,,,"0,013305000000401",,"0,01043700000082",,"0,005127000000357",,"0,008483999998134",,"0,02661100000114",,,
"0,055663999999524","0,004394999999931","1,18817199999467",17:19:57,,,"0,056030000000646",,"0,05554200000006",,"0,05554200000006",,"0,055419999999685",,"0,057311999999911",,,,"0,013305000000401",,"0,01043700000082",,"0,005127000000357",,"0,008605999999418",,"0,02807699999903",,,
"0,05554200000006","0,006042000000889","1,20977700000367",17:19:57,,,"0,056030000000646",,"0,05554200000006",,"0,05554200000006",,"0,055419999999685",,"0,057311999999911",,,,"0,013306000000739",,"0,01043700000082",,"0,005127000000357",,"0,008605999999418",,"0,028503000001365",,,
