Energy  consumption of dram;Energy consumption of cpu;Energy consumption of package;tempo
0.09191900000041642;1.5331420000002254;2.1867679999850225;4:50:7
0.05700699999943026;0.013182999988202937;0.45385700001497753;4:50:7
0.0562740000004851;0.00634800000989344;0.43933100000140257;4:50:7
0.05542000000059488;0.014220999990357086;0.44329900000593625;4:50:8
0.056212999999843305;0.014344000010169111;0.44811999998637475;4:50:8
0.056092000000717235;0.013426999998046085;0.4422609999892302;4:50:8
0.055602999998882296;0.013976999995065853;0.4483640000107698;4:50:8
0.0561520000010205;0.014343999995617196;0.4421380000130739;4:50:8
0.05529799999931129;0.012634000013349578;0.44598399999085814;4:50:8
0.05554200000005949;0.0054929999896558;0.434265999996569;4:50:8
0.0558469999996305;0.0042720000055851415;0.4334709999966435;4:50:8
0.055298000001130276;0.005126999996718951;0.4396969999943394;4:50:8
0.056212999999843305;0.00579900000593625;0.43438800002331845;4:50:8
0.055663999999524094;0.0057369999994989485;0.44085699997958727;4:50:9
0.0558469999996305;0.005004999999073334;0.4326170000131242;4:50:9
0.05529799999931129;0.004638999991584569;0.4380489999894053;4:50:9
0.05603000000155589;0.005493000004207715;0.439513999997871;4:50:9
0.05603100000007544;0.005615000001853332;0.43505900001036935;4:50:9
0.05554200000005949;0.00567600000067614;0.44006299998727627;4:50:9
0.055968999999095104;0.005309999993187375;0.43426500001805834;4:50:9
0.05523700000048848;0.004151000001002103;0.4381719999946654;4:50:9
0.055663999999524094;0.00860600000305567;0.4373780000023544;4:50:9
0.05578600000080769;0.0039059999980963767;0.4376829999964684;4:50:9
0.05877699999837205;0.08935500000370666;0.5209960000065621;4:50:10
0.0560910000003787;0.010131999995792285;0.4381099999882281;4:50:10
0.05596900000091409;0.005004999999073334;0.4387210000131745;4:50:10
0.05517599999984668;0.004028000010293908;0.43261699998402037;4:50:10
0.05627499999900465;0.008178999996744096;0.4374390000011772;4:50:10
0.05529700000079174;0.004090000002179295;0.43902600000728853;4:50:10
0.055847999999969034;0.0045160000008763745;0.43646199998329394;4:50:10
0.05511400000068534;0.004394999996293336;0.4338380000262987;4:50:10
0.055786999999327236;0.005432000005384907;0.43859899998642504;4:50:10
0.05529700000079174;0.0039059999980963767;0.4332280000089668;4:50:10
0.0557249999983469;0.0039059999980963767;0.4376829999964684;4:50:11
0.05548100000123668;0.004761000003782101;0.4335319999954663;4:50:11
0.055847999999969034;0.005065999997896142;0.4393920000002254;4:50:11
0.05541999999877589;0.005004999999073334;0.43316700001014397;4:50:11
0.05603000000155589;0.0043329999898560345;0.43878199998289347;4:50:11
0.0557859999989887;0.00445600000966806;0.432678000011947;4:50:11
0.05578600000080769;0.007262999992235564;0.44183299998985603;4:50:11
0.0560299999997369;0.005310000007739291;0.4376219999976456;4:50:11
0.055602999998882296;0.008483999990858138;0.4389650000084657;4:50:11
0.056092000000717235;0.006714000002830289;0.43920900000375696;4:50:11
0.05737299999964307;0.03314200000022538;0.46795699998619966;4:50:12
0.056212999999843305;0.005858999997144565;0.4340209999936633;4:50:12
0.05542000000059488;0.004395000010845251;0.43969700002344325;4:50:12
0.05572500000016589;0.00414999999338761;0.4319459999969695;4:50:12
0.055358999999953085;0.005982000002404675;0.44067399998311885;4:50:12
0.05529799999931129;0.004820999994990416;0.432678000011947;4:50:12
0.055908000000272295;0.0036019999970449135;0.4375609999988228;4:50:12
0.05548099999941769;0.004760000010719523;0.4334110000054352;4:50:12
0.055908000000272295;0.004516999993938953;0.43798799999058247;4:50:12
0.055298000001130276;0.003723000001627952;0.43389899999601766;4:50:12
0.056212999999843305;0.031067000003531575;0.4638670000131242;4:50:13
0.05548099999941769;0.004761000003782101;0.43566899999859743;4:50:13
0.055663999999524094;0.0040889999945648015;0.4320679999946151;4:50:13
0.055298000001130276;0.005370999992010184;0.43920900000375696;4:50:13
0.05633599999964645;0.006043000001227483;0.43524200000683777;4:50:13
0.05517599999984668;0.0038449999992735684;0.4374390000011772;4:50:13
0.05578600000080769;0.004028000010293908;0.43304399997578;4:50:13
0.05541999999877589;0.004516999993938953;0.4387210000131745;4:50:13
0.05596900000091409;0.004576999999699183;0.43316600000252947;4:50:13
0.05511499999920488;0.003968000004533678;0.4346310000109952;4:50:14
0.05548100000123668;0.005126999996718951;0.4382329999934882;4:50:14
0.055907999998453306;0.01940900000045076;0.448363999981666;4:50:14
0.05584700000144949;0.0042720000055851415;0.4338380000262987;4:50:14
0.05499299999974028;0.0034789999917848036;0.4370119999803137;4:50:14
0.055174999999508145;0.0040290000033564866;0.4332270000013523;4:50:14
0.05578600000080769;0.004027999995741993;0.43310600001132116;4:50:14
0.05517599999984668;0.0036620000028051436;0.4376219999976456;4:50:14
0.0557859999989887;0.004211000006762333;0.4332880000001751;4:50:14
0.05523700000048848;0.004516999993938953;0.43804999999701977;4:50:14
0.05529799999931129;0.003540000005159527;0.43444799998542294;4:50:15
0.05542000000059488;0.005431999990832992;0.434692000009818;4:50:15
0.05572500000016589;0.004578000007313676;0.4323119999899063;4:50:15
0.055968999999095104;0.02557399999932386;0.4605720000108704;4:50:15
0.05572500000016589;0.0040889999945648015;0.4326170000131242;4:50:15
0.055664000001343084;0.005249000008916482;0.44006299998727627;4:50:15
0.05572599999868544;0.003723000001627952;0.4315190000052098;4:50:15
0.05535799999961455;0.004821999988052994;0.43872099998407066;4:50:15
0.05645800000093004;0.023742999997921288;0.4524530000053346;4:50:15
0.055358999999953085;0.004394000003230758;0.4386600000143517;4:50:15
0.055663999999524094;0.00427299999864772;0.43261699998402037;4:50:16
0.05572500000016589;0.007689999998547137;0.44122300000162795;4:50:16
0.0558469999996305;0.014709000010043383;0.44390899999416433;4:50:16
0.05682400000114285;0.007324999998672865;0.4410400000051595;4:50:16
0.05548099999941769;0.004271999991033226;0.4387820000119973;4:50:16
0.05572500000016589;0.0039670000114711;0.4320069999957923;4:50:16
