Energy  consumption of dram;Energy consumption of cpu;Energy consumption of package;tempo
0.09606899999971574;1.4748540000000503;2.1773689999972703;2:42:26
0.05737300000009782;0.012755999996443279;0.45727500000066357;2:42:26
0.056212999999843305;0.014831000000413042;0.4508669999995618;2:42:26
0.055481000000327185;0.014160999999148771;0.4447020000006887;2:42:26
0.05590799999981755;0.004698999997344799;0.44061299999884795;2:42:26
0.05603100000007544;0.0050660000051721;0.435791000003519;2:42:26
0.05517599999984668;0.005004999999073334;0.4411009999967064;2:42:27
0.05609099999992395;0.005249000001640525;0.43566899999859743;2:42:27
0.05560300000024654;0.005797999998321757;0.4420160000008764;2:42:27
0.05609099999992395;0.004760999996506143;0.43933100000140257;2:42:27
0.05548099999987244;0.0043340000047464855;0.4367070000007516;2:42:27
0.05511500000011438;0.0039059999980963767;0.4333489999989979;2:42:27
0.055847000000085245;0.0032960000025923364;0.43371599999954924;2:42:27
0.05566399999997884;0.004821999995328952;0.4418340000047465;2:42:27
0.05590799999981755;0.004760000003443565;0.43835399999807123;2:42:27
0.055420000000140135;0.00427299999864772;0.4349369999981718;2:42:27
0.0559690000000046;0.005370999999286141;0.4405509999996866;2:42:28
0.05664100000012695;0.005920000003243331;0.43628000000171596;2:42:28
0.05560299999979179;0.004638999998860527;0.44158900000184076;2:42:28
0.05590799999981755;0.004760999996506143;0.43444799999997485;2:42:28
0.05529800000022078;0.0039060000053723343;0.43981999999959953;2:42:28
0.055785999999898195;0.0034179999929619953;0.4334709999966435;2:42:28
0.05566399999997884;0.017334000003756955;0.6131600000007893;2:42:28
0.05664100000012695;0.012206999999762047;0.690124000000651;2:42:28
0.05560299999979179;0.004150000000663567;0.684692000002542;2:42:28
0.05658000000039465;0.019715000002179295;0.7052009999970323;2:42:28
0.055724999999711144;0.003478999999060761;0.6873170000035316;2:42:29
0.055785999999898195;0.007018999996944331;0.6882929999992484;2:42:29
0.056396000000404456;0.006102999999711756;0.6898799999980838;2:42:29
0.05554199999960474;0.005860000004759058;0.6839600000021164;2:42:29
0.05603100000007544;0.007445999995979946;0.6927489999943646;2:42:29
0.055908000000272295;0.014832000000751577;0.6951910000061616;2:42:29
0.05523700000003373;0.003478999999060761;0.6821899999995367;2:42:29
0.05566399999997884;0.004150000000663567;0.6793819999948028;2:42:29
0.055358999999953085;0.005554000003030524;0.6910400000051595;2:42:29
0.055296999999882246;0.00488299999415176;0.683776999998372;2:42:29
0.05615299999999479;0.006287000003794674;0.684387000001152;2:42:30
0.055785999999898195;0.005125999996380415;0.6928100000004633;2:42:30
0.05517600000030143;0.004211999999824911;0.6824949999936507;2:42:30
0.0558469999996305;0.006042000000888947;0.6846320000040578;2:42:30
0.05566399999997884;0.010437000004458241;0.6936029999997118;2:42:30
0.05517600000030143;0.004455999995116144;0.6828010000026552;2:42:30
0.055297999999766034;0.005432000005384907;0.6837149999992107;2:42:30
0.057251000000178465;0.033629999998083804;0.7257689999969443;2:42:30
0.055296999999882246;0.003967999997257721;0.685181000000739;2:42:30
0.05554200000005949;0.0032960000025923364;0.6861570000037318;2:42:30
0.05926499999986845;0.10919199999625562;0.7868649999945774;2:42:31
0.056336000000101194;0.03204300000652438;0.7119759999986854;2:42:31
0.05554200000005949;0.005919999995967373;0.685302000005322;2:42:31
0.05511500000011438;0.0036630000031436794;0.6812139999965439;2:42:31
0.0560299999997369;0.007262999999511521;0.6852409999992233;2:42:31
0.05511500000011438;0.0032349999964935705;0.6818239999993239;2:42:31
0.055358999999953085;0.04064900000230409;1.2028810000047088;2:42:31
0.054931000000124186;0.003478999999060761;1.1896970000016154;2:42:31
0.055785999999898195;0.0038449999992735684;1.2046510000000126;2:42:31
0.05517599999984668;0.0036010000039823353;1.1918339999974705;2:42:31
0.055481000000327185;0.0036009999967063777;1.1920160000008764;2:42:32
0.056151999999656255;0.005921000003581867;1.206543000000238;2:42:32
0.05609200000026249;0.030699999995704275;1.2237549999990733;2:42:32
0.05560299999979179;0.003235000003769528;1.1993409999995492;2:42:32
0.05560300000024654;0.0045780000000377186;1.1967769999973825;2:42:32
0.05560299999979179;0.003418000000237953;1.199706999999762;2:42:32
0.05517600000030143;0.0040889999945648015;1.1936040000000503;2:42:32
0.05590799999981755;0.004090000002179295;1.1909789999990608;2:42:32
0.05511500000011438;0.0032960000025923364;1.2053830000004382;2:42:32
0.05560299999979179;0.0037229999943519942;1.1901859999998123;2:42:33
0.05505300000004354;0.0032960000025923364;1.20404000000417;2:42:33
0.05523700000003373;0.0036620000028051436;1.1917729999986477;2:42:33
0.055420000000140135;0.005553999995754566;1.1939689999999246;2:42:33
0.055785999999898195;0.003723000001627952;1.191651000001002;2:42:33
0.055297999999766034;0.0039059999980963767;1.207457999997132;2:42:33
0.056152000000111;0.017823000001953915;1.2028810000047088;2:42:33
0.05505399999992733;0.00305099999968661;1.203429999994114;2:42:33
0.055358999999953085;0.004456000002392102;1.1922000000049593;2:42:33
0.05572500000016589;0.0039059999980963767;1.2051999999966938;2:42:33
0.0565799999999399;0.025634999998146668;1.2133790000007139;2:42:34
0.05780000000004293;0.09210200000234181;1.2807620000021416;2:42:34
0.0565190000002076;0.0057369999994989485;1.2070309999980964;2:42:34
0.05554099999972095;0.007935000001452863;1.1948239999983343;2:42:34
0.05603100000007544;0.0043939999959548;1.2049560000014026;2:42:34
0.05566399999997884;0.023194000001240056;1.2111210000002757;2:42:34
0.055908000000272295;0.0032960000025923364;1.1953730000022915;2:42:34
0.05511499999965963;0.004027999995741993;1.2026369999948656;2:42:34
0.056152000000111;0.0062260000049718656;1.192932000005385;2:42:34
0.055785999999898195;0.008055999998759944;1.2105719999963185;2:42:34
0.05664100000012695;0.006836000000475906;1.20404000000417;2:42:35
0.05548099999987244;0.00451700000121491;1.1968999999953667;2:42:35
0.05529800000022078;0.004637999998521991;1.2035519999990356;2:42:35
0.0559690000000046;0.004333999997470528;1.189209000003757;2:42:35
0.05517599999984668;0.0033570000014151447;1.2056269999957294;2:42:35
0.05529800000022078;0.003478999999060761;1.1939090000014403;2:42:35
0.05590799999981755;0.005127000003994908;1.1883540000053472;2:42:35
0.05517599999984668;0.0036009999967063777;1.2063599999964936;2:42:35
0.055358000000069296;0.004455000002053566;1.190612999998848;2:42:35
0.05572600000004968;0.0032349999964935705;1.1917729999986477;2:42:35
0.05517499999996289;0.0032960000025923364;1.205139000005147;2:42:36
0.05529800000022078;0.00451700000121491;1.1903679999959422;2:42:36
0.0560299999997369;0.0040889999945648015;1.2046510000000126;2:42:36
0.05523700000003373;0.003418000000237953;1.1939090000014403;2:42:36
0.05505399999992733;0.0039060000053723343;1.1890869999988354;2:42:36
0.0559690000000046;0.0036009999967063777;1.1916500000006636;2:42:36
0.055420000000140135;0.0040290000033564866;1.2058719999986351;2:42:36
0.05505399999992733;0.00378400000045076;1.1899410000041826;2:42:36
0.055785999999898195;0.003478999999060761;1.1912840000004508;2:42:36
0.05560300000024654;0.005249000001640525;1.2077030000000377;2:42:36
0.054870999999820924;0.003418000000237953;1.188903999995091;2:42:37
0.05566399999997884;0.004699999997683335;1.1931150000018533;2:42:37
0.05572500000016589;0.003723000001627952;1.20373500000278;2:42:37
0.055785999999898195;0.005126999996718951;1.1974489999993239;2:42:37
0.05480900000020483;0.003235000003769528;1.18719499999861;2:42:37
0.05578699999978198;0.0035399999978835694;1.204039999996894;2:42:37
0.05529700000033699;0.004332999997131992;1.1956180000051972;2:42:37
0.05566499999986263;0.00378400000045076;1.1885379999948782;2:42:37
