Energy  consumption of dram;Energy consumption of cpu;Energy consumption of package;tempo
0.10851999999977124;1.7368160000005446;2.846313000001828;22:25:31
0.05761799999982031;0.009216999998898245;0.7155149999962305;22:25:31
0.0559690000000046;0.0035400000015215483;0.6812140000038198;22:25:32
0.05621300000029805;0.005309999996825354;0.692137999998522;22:25:32
0.0559690000000046;0.004699000000982778;0.6873780000023544;22:25:32
0.057373999999981606;0.006592000001546694;0.6877449999956298;22:25:32
0.05547999999998865;0.0032350000001315493;0.6853019999980461;22:25:32
0.055358999999953085;0.003722999997989973;0.683777000005648;22:25:32
0.05566399999997884;0.0039060000017343555;0.6862789999941015;22:25:32
0.05603100000007544;0.004089999998541316;0.682068000001891;22:25:32
0.05560299999979179;0.013794000002235407;0.700195999997959;22:25:32
0.05743400000028487;0.007262999999511521;0.6841430000058608;22:25:32
0.05511499999965963;0.0032350000001315493;0.689208999996481;22:25:33
0.05603000000019165;0.004761000000144122;0.6879879999978584;22:25:33
0.05548099999987244;0.004210999999486376;0.6848750000062864;22:25:33
0.05572500000016589;0.00408899999820278;0.6864019999993616;22:25:33
0.05566399999997884;0.0030520000000251457;0.6801759999943897;22:25:33
0.057128999999804364;0.006348000002617482;0.6929930000042077;22:25:33
0.0560910000003787;0.004637999998521991;0.6807249999983469;22:25:33
0.05505399999992733;0.0036020000006828923;0.6883539999980712;22:25:33
0.05505399999992733;0.0036010000003443565;0.6809700000012526;22:25:33
0.05590799999981755;0.0044549999984155875;0.689513999997871;22:25:33
0.05572500000016589;0.005004999999073334;0.6825560000070254;22:25:34
0.05780000000004293;0.007079999999405118;0.685485999994853;22:25:34
0.05523700000003373;0.003723000001627952;0.6906740000049467;22:25:34
0.056151999999656255;0.005615000001853332;0.6813349999938509;22:25:34
0.055054000000382075;0.0031739999976707622;0.6894530000063241;22:25:34
0.0560299999997369;0.005616000002191868;0.6815799999967567;22:25:34
0.05609200000026249;0.006590999997570179;0.6934810000020661;22:25:34
0.05725099999972372;0.005616000002191868;0.6887209999986226;22:25:34
0.05529700000033699;0.004271999998309184;0.6842039999974077;22:25:34
0.05596999999988839;0.005370999999286141;0.6805420000018785;22:25:34
0.05517499999996289;0.00347900000269874;0.6903689999962808;22:25:35
0.05548099999987244;0.003417999996599974;0.6784660000048461;22:25:35
0.05731199999991077;0.007324000001972308;0.6946420000022044;22:25:35
0.05554200000005949;0.003174000001308741;0.678526999996393;22:25:35
0.05517600000030143;0.0032959999989543576;0.6886599999997998;22:25:35
0.055297999999766034;0.0039059999980963767;0.6813970000002882;22:25:35
0.055785999999898195;0.0035400000015215483;0.6807249999983469;22:25:35
0.054993000000195025;0.0032959999989543576;0.6880490000039572;22:25:35
0.05743399999983012;0.008057000002736459;0.6867679999995744;22:25:35
0.054993000000195025;0.003356999997777166;0.6801139999952284;22:25:35
0.05609099999992395;0.003723000001627952;0.6897590000007767;22:25:36
0.05773899999985588;0.03399699999863515;0.720764000005147;22:25:36
0.055481000000327185;0.003661999999167165;0.6853019999980461;22:25:36
0.055724999999711144;0.004333000000769971;0.684081999999762;22:25:36
0.05743400000028487;0.00640900000144029;0.6824350000024424;22:25:36
0.05511499999965963;0.0038449999992735684;0.6891479999976582;22:25:36
0.055847000000085245;0.006653000000369502;0.6837149999992107;22:25:36
0.05572500000016589;0.0032959999989543576;0.6883549999984098;22:25:36
0.05505399999992733;0.0035400000015215483;0.6804200000042329;22:25:36
0.05566399999997884;0.0032959999989543576;0.6875;22:25:36
0.057128999999804364;0.007202000000688713;0.6877439999952912;22:25:37
0.055420000000140135;0.0029909999975643586;0.6779779999997118;22:25:37
0.05517599999984668;0.003418000000237953;0.6890260000000126;22:25:37
0.05554200000005949;0.005249000001640525;0.6815800000040326;22:25:37
0.05621300000029805;0.004576999999699183;0.6821290000007139;22:25:37
0.0559690000000046;0.0058600000011210795;0.691527999995742;22:25:37
0.05810599999995247;0.03820799999812152;0.7151490000032936;22:25:37
0.055724999999711144;0.00305099999968661;0.6809690000009141;22:25:37
0.05554200000005949;0.0039680000008956995;0.690612999998848;22:25:37
0.055785999999898195;0.005187999999179738;0.6804199999969569;22:25:37
0.055054000000382075;0.0031730000009702053;0.6877440000025672;22:25:38
0.05609099999992395;0.00427299999864772;0.6813970000002882;22:25:38
0.05694599999969796;0.008667000001878478;0.6939689999999246;22:25:38
0.05535900000040783;0.003356999997777166;0.682862000001478;22:25:38
0.05554199999960474;0.0032350000001315493;0.6789549999957671;22:25:38
0.05505300000004354;0.0036620000028051436;0.68841500000417;22:25:38
0.05529800000022078;0.003418000000237953;0.6830449999979464;22:25:38
0.054870999999820924;0.0032959999989543576;0.6782830000011018;22:25:38
0.05780000000004293;0.007934000001114327;0.692626999996719;22:25:38
0.0559690000000046;0.015868999998929212;0.6958010000016657;22:25:39
0.05560300000024654;0.003478999999060761;0.6784059999990859;22:25:39
0.05541999999968539;0.004151000001002103;0.6898799999980838;22:25:39
0.05621400000018184;0.00787299999865354;0.6843260000023292;22:25:39
0.05651799999986906;0.02179000000251108;0.6985480000003008;22:25:39
0.05700699999988501;0.006957999998121522;0.6923220000026049;22:25:39
0.055481000000327185;0.00378400000045076;0.6834099999978207;22:25:39
0.05554200000005949;0.00408899999820278;0.6789550000030431;22:25:39
0.055358999999953085;0.004211999999824911;0.688598999993701;22:25:39
0.055785999999898195;0.024719000000914093;0.7029420000035316;22:25:39
0.05523700000003373;0.003967000000557164;0.6828610000011395;22:25:40
0.05841099999997823;0.012757000000419794;0.6884159999972326;22:25:40
