Energy  consumption of dram,Energy consumption of cpu,Energy consumption of package,tempo,,,"350,414606000001",,"350,741129000003",,"350,664673000001",,"348,017091999987",,"347,488082999999",,,,,"358,159555000001",,"314,846675999997",,"368,400057000004",,"351,382677999988",,"360,362862000006",,
"0,054991999999999","0,004516999999964","0,426269999999931",20:46:31,,,"0,07751399999998",,"0,077820000000202",,"0,078003000000081",,"0,077393000000029",,"0,070618000000195",,,,,"0,061218000000054",,"0,059264999999869",,"0,064330999999811",,"0,068909000000076",,"0,055663999999979",,
"0,063659999999999","0,145873999999992","0,57549999999992",20:46:31,,,"0,077514000000008",,"0,077820000000202",,"0,078063999999927",,"0,077393000000029",,"0,070678999999927",,,,,"0,061219000000051",,"0,059264999999869",,"0,064331000000038",,"0,068969999999808",,"0,055724999999711",,
"0,055358999999982","0,009522000000004","0,428344999999808",20:46:31,,,"0,077515000000005",,"0,077879999999823",,"0,078063999999927",,"0,077393000000029",,"0,070678999999927",,,,,"0,061279000000013",,"0,059264999999869",,"0,064331000000038",,"0,068969999999808",,"0,055847000000085",,
"0,056274000000002","0,005920000000003","0,434447999999975",20:46:31,,,"0,077575000000024",,"0,07788000000005",,"0,078063999999927",,"0,077452999999878",,"0,070678999999927",,,,,"0,061279000000013",,"0,059264999999869",,"0,064331000000038",,"0,068969999999808",,"0,055847000000085",,
"0,055115000000001","0,004028000000005","0,42608700000028",20:46:31,,,"0,077575999999965",,"0,077880999999934",,"0,078063999999927",,"0,077452999999878",,"0,070678999999927",,,,,"0,061279000000013",,"0,059264999999869",,"0,064391999999998",,"0,068970000000263",,"0,055908000000272",,
"0,056519000000009","0,006286999999986","0,434264999999868",20:46:32,,,"0,077575999999994",,"0,077880999999934",,"0,07806400000004",,"0,077452999999878",,"0,070678999999927",,,,,"0,061279000000013",,"0,059264999999869",,"0,064391999999998",,"0,069030000000112",,"0,055908000000272",,
"0,055419999999998","0,004393999999991","0,428649999999834",20:46:32,,,"0,077576000000022",,"0,077880999999934",,"0,07806400000004",,"0,077452999999878",,"0,070738999999776",,,,,"0,061339999999973",,"0,059326000000056",,"0,064391999999998",,"0,069030999999995",,"0,056029999999737",,
"0,057188999999994","0,007812999999999","0,431030000000192",20:46:32,,,"0,077576000000022",,"0,077880999999934",,"0,07806400000004",,"0,077453000000332",,"0,07073999999966",,,,,"0,061339999999973",,"0,059326000000056",,"0,064391999999998",,"0,069030999999995",,"0,056030000000192",,
"0,055847999999998","0,004028000000005","0,431639999999788",20:46:32,,,"0,077576000000022",,"0,077880999999934",,"0,07806400000004",,"0,077453999999762",,"0,07073999999966",,,,,"0,061339999999973",,"0,059326000000056",,"0,064452999999958",,"0,069092000000183",,"0,056092000000263",,
"0,055420000000027","0,004638999999997","0,428650000000289",20:46:32,,,"0,077636999999982",,"0,077881000000161",,"0,07806400000004",,"0,077453999999762",,"0,070740000000114",,,,,"0,061340000000087",,"0,059326000000056",,"0,064452999999958",,"0,069092000000183",,"0,056152000000111",,
"0,05523599999998","0,003357000000051","0,428039999999783",20:46:32,,,"0,077636999999982",,"0,077881000000161",,"0,078125",,"0,077453999999762",,"0,070740000000114",,,,,"0,06134099999997",,"0,059326000000056",,"0,064513999999917",,"0,069092000000183",,"0,056152000000111",,
"0,055481000000015","0,005493000000001","0,427185000000009",20:46:32,,,"0,077636999999982",,"0,07794100000001",,"0,078125",,"0,077453999999762",,"0,070740000000114",,,,,"0,061401000000046",,"0,059326000000056",,"0,064514000000145",,"0,069152999999915",,"0,056152999999995",,
"0,057372999999984","0,007934999999975","0,435730000000149",20:46:32,,,"0,077636999999982",,"0,077941999999894",,"0,078125",,"0,077453999999762",,"0,070800999999847",,,,,"0,061462000000006",,"0,059326000000056",,"0,064515000000029",,"0,069152999999915",,"0,056152999999995",,
"0,057006999999999","0,005920000000003","0,431517999999869",20:46:32,,,"0,077637000000038",,"0,077941999999894",,"0,078125",,"0,077453999999762",,"0,070800999999847",,,,,"0,061523999999963",,"0,059326000000056",,"0,064515000000029",,"0,069152999999915",,"0,056274999999914",,
"0,054992999999996","0,00372299999998","0,425293000000238",20:46:32,,,"0,077697000000001",,"0,077941999999894",,"0,078125",,"0,077453999999762",,"0,070800999999847",,,,,"0,061583999999925",,"0,059326000000056",,"0,064574999999877",,"0,069213999999647",,"0,056334999999763",,
"0,056274000000002","0,006348000000003","0,429870999999821",20:46:33,,,"0,077697999999941",,"0,077941999999894",,"0,078125",,"0,077454000000216",,"0,070800999999847",,,,,"0,061585000000037",,"0,059386999999788",,"0,064575000000104",,"0,069214000000102",,"0,056334999999763",,
"0,055054000000013","0,003906000000029","0,431824000000233",20:46:33,,,"0,077697999999998",,"0,077942000000121",,"0,078125",,"0,077454000000216",,"0,070860999999695",,,,,"0,061644999999999",,"0,059386999999788",,"0,064575000000104",,"0,069214000000102",,"0,056335999999647",,
"0,055969000000005","0,005614999999978","0,428893999999673",20:46:33,,,"0,077697999999998",,"0,077942000000121",,"0,078125",,"0,077454000000216",,"0,07086100000015",,,,,"0,061705999999958",,"0,059387000000243",,"0,064575000000104",,"0,069274999999834",,"0,056396999999834",,
"0,055664000000007","0,005921000000001","0,430786000000353",20:46:33,,,"0,077697999999998",,"0,077942000000121",,"0,078125",,"0,077454000000216",,"0,070862000000034",,,,,"0,061706999999956",,"0,059387000000243",,"0,064575999999988",,"0,069274999999834",,"0,056396999999834",,
"0,05651899999998","0,006041999999979","0,427733999999873",20:46:33,,,"0,077697999999998",,"0,07800199999997",,"0,078125",,"0,077454000000216",,"0,070862000000034",,,,,"0,061706999999956",,"0,059387000000243",,"0,064635999999837",,"0,069275000000289",,"0,056579000000056",,
"0,055664000000007","0,00366200000002","0,431701999999859",20:46:33,,,"0,07775799999996",,"0,07800199999997",,"0,078125",,"0,07751399999961",,"0,070862000000034",,,,,"0,061706999999956",,"0,059387000000243",,"0,064636000000064",,"0,069336000000021",,"0,056639999999789",,
"0,055602999999991","0,00714099999999","0,431946000000153",20:46:33,,,"0,077758000000017",,"0,078002999999853",,"0,078125",,"0,077514000000065",,"0,070862000000034",,,,,"0,06170700000007",,"0,059388000000126",,"0,064636000000064",,"0,069336000000021",,"0,056641000000127",,
"0,055237000000005","0,00384600000001","0,425658999999996",20:46:33,,,"0,077758999999958",,"0,078002999999853",,"0,078125",,"0,077514000000065",,"0,070862000000034",,,,,"0,061767000000032",,"0,059388000000126",,"0,064636999999948",,"0,069336000000021",,"0,056701999999859",,
"0,055724999999995","0,003479000000027","0,430847000000085",20:46:33,,,"0,077759000000015",,"0,078002999999853",,"0,07818599999996",,"0,077514000000065",,"0,070862000000034",,,,,"0,061768000000029",,"0,059447999999975",,"0,064636999999948",,"0,069336000000021",,"0,056762000000163",,
"0,055603000000019","0,004455000000007","0,428832999999941",20:46:33,,,"0,077759000000015",,"0,078002999999853",,"0,07818599999996",,"0,077514999999949",,"0,070922000000337",,,,,"0,061768000000029",,"0,059447999999975",,"0,064697000000024",,"0,069336000000021",,"0,056763000000046",,
"0,056945999999982","0,005553999999961","0,428222999999889",20:46:34,,,"0,077759000000015",,"0,078003000000081",,"0,07818599999996",,"0,077514999999949",,"0,070923000000221",,,,,"0,061827999999991",,"0,059447999999975",,"0,064697000000024",,"0,069396999999754",,"0,056763000000046",,
"0,055724999999995","0,003296000000034","0,431212999999843",20:46:34,,,"0,077819999999974",,"0,078003000000081",,"0,07818599999996",,"0,077514999999949",,"0,070923000000221",,,,,"0,061828000000105",,"0,059508999999707",,"0,064697000000024",,"0,069397000000208",,"0,056822999999895",,
"0,055481000000015","0,004211999999995","0,428040000000237",20:46:34,,,"0,077820000000003",,"0,07806400000004",,"0,07818599999996",,"0,077514999999949",,"0,070923000000221",,,,,"0,061828999999989",,"0,059508999999707",,"0,064697000000024",,"0,069397000000208",,"0,056823999999779",,
"0,055297999999994","0,004455000000007","0,427123999999822",20:46:34,,,"0,077820000000031",,"0,07806400000004",,"0,078186000000073",,"0,077514999999949",,"0,070923000000221",,,,,"0,061828999999989",,"0,059509000000162",,"0,064698000000135",,"0,069397000000208",,"0,056823999999779",,
"0,055236000000008","0,003600999999946","0,427063000000089",20:46:34,,,"0,077879999999993",,"0,07806400000004",,"0,078186000000073",,"0,077574999999797",,"0,070923000000221",,,,,"0,061828999999989",,"0,059509000000162",,"0,064757999999984",,"0,069397000000208",,"0,056823999999779",,
"0,055847999999998","0,00378500000005","0,431639999999788",20:46:34,,,"0,077880999999991",,"0,07806400000004",,"0,078186000000187",,"0,077575000000252",,"0,070983000000069",,,,,"0,061828999999989",,"0,059509000000162",,"0,064757999999984",,"0,069457999999941",,"0,056824000000233",,
"0,058470999999997","0,037535999999989","0,465454000000136",20:46:34,,,"0,077880999999991",,"0,078125",,"0,078187000000071",,"0,077575999999681",,"0,070983999999953",,,,,"0,061828999999989",,"0,059510000000046",,"0,064759000000095",,"0,069457999999941",,"0,056884999999966",,
"0,055724999999995","0,003966999999989","0,429078000000118",20:46:34,,,"0,077880999999991",,"0,078125",,"0,078246999999919",,"0,077575999999681",,"0,070983999999953",,,,,"0,061829000000103",,"0,059510000000046",,"0,064819000000171",,"0,069518999999673",,"0,056945000000269",,
"0,055297999999994","0,00384600000001","0,427063000000089",20:46:34,,,"0,077880999999991",,"0,078125",,"0,078246999999919",,"0,077575999999681",,"0,070983999999953",,,,,"0,061888999999951",,"0,059569999999894",,"0,064819000000171",,"0,069519000000128",,"0,057006000000001",,
"0,054993000000025","0,004210999999998","0,426146999999673",20:46:35,,,"0,077880999999991",,"0,078125",,"0,078246999999919",,"0,077575999999681",,"0,071044000000256",,,,,"0,061888999999951",,"0,059570000000349",,"0,064879999999903",,"0,069519000000128",,"0,057006999999885",,
"0,055236999999977","0,004333999999972","0,427734000000328",20:46:35,,,"0,077880999999991",,"0,078125",,"0,078246999999919",,"0,077576000000136",,"0,071044999999685",,,,,"0,061951000000022",,"0,059570000000349",,"0,06488000000013",,"0,069519000000128",,"0,057006999999885",,
"0,055969000000005","0,003783999999996","0,431701999999859",20:46:35,,,"0,07794100000001",,"0,078125",,"0,078246999999919",,"0,077576000000136",,"0,071044999999685",,,,,"0,062010999999984",,"0,059570999999778",,"0,064881000000014",,"0,069519000000128",,"0,057006999999885",,
"0,057006999999999","0,008728000000019","0,433227999999872",20:46:35,,,"0,077942000000007",,"0,078125",,"0,078246999999919",,"0,077576000000136",,"0,07104500000014",,,,,"0,062011999999982",,"0,059631000000081",,"0,064881000000014",,"0,069519000000128",,"0,057068000000072",,
"0,054931000000011","0,003295999999978","0,425415000000157",20:46:35,,,"0,077942000000007",,"0,078125",,"0,078246999999919",,"0,077576000000136",,"0,07104500000014",,,,,"0,062011999999982",,"0,059631000000081",,"0,064881000000014",,"0,06957999999986",,"0,057189999999992",,
"0,05535900000001","0,004760000000033","0,428160999999818",20:46:35,,,"0,077942000000007",,"0,078125",,"0,078247000000033",,"0,077576000000136",,"0,07104500000014",,,,,"0,062012000000095",,"0,059631000000081",,"0,06494100000009",,"0,06957999999986",,"0,057251000000179",,
"0,055115000000001","0,003601000000003","0,426758000000064",20:46:35,,,"0,077942000000007",,"0,078125",,"0,078247000000033",,"0,077576000000136",,"0,07104500000014",,,,,"0,062012000000095",,"0,059631000000081",,"0,064941999999974",,"0,06957999999986",,"0,057251000000179",,
"0,055785999999984","0,003663000000017","0,427185000000009",20:46:35,,,"0,078002999999967",,"0,078125",,"0,078247000000033",,"0,077576000000136",,"0,071105999999873",,,,,"0,062073000000055",,"0,059631999999965",,"0,064941999999974",,"0,06957999999986",,"0,057312000000366",,
"0,055175999999989","0,004759999999976","0,427857000000131",20:46:35,,,"0,078002999999967",,"0,078125",,"0,078247000000033",,"0,077576000000136",,"0,071106000000327",,,,,"0,062134000000015",,"0,059631999999965",,"0,06500200000005",,"0,06957999999986",,"0,057373000000098",,
"0,056580000000025","0,00714099999999","0,435607999999775",20:46:35,,,"0,078002999999967",,"0,078125",,"0,078307999999879",,"0,077576000000136",,"0,071106000000327",,,,,"0,062134000000015",,"0,059631999999965",,"0,06500200000005",,"0,069580000000315",,"0,057373000000098",,
"0,055357999999984","0,005555000000015","0,56640600000037",20:46:36,,,"0,078002999999967",,"0,078125",,"0,078307999999879",,"0,077635999999984",,"0,071166999999605",,,,,"0,062134000000015",,"0,059692000000268",,"0,065002999999933",,"0,069580000000315",,"0,057373000000098",,
"0,055542000000003","0,003601000000003","0,677245999999741",20:46:36,,,"0,078002999999967",,"0,07818599999996",,"0,078307999999879",,"0,077635999999984",,"0,07116700000006",,,,,"0,062134000000015",,"0,059692000000268",,"0,065002999999933",,"0,069580000000315",,"0,05743399999983",,
"0,054992999999996","0,003661999999963","0,673035000000255",20:46:36,,,"0,078003000000024",,"0,07818599999996",,"0,078307999999879",,"0,077635999999984",,"0,07116700000006",,,,,"0,062134000000015",,"0,059692000000268",,"0,065002999999933",,"0,069640999999592",,"0,05743399999983",,
"0,055297999999994","0,003906000000029","0,675047999999606",20:46:36,,,"0,078003000000024",,"0,07818599999996",,"0,078307999999993",,"0,077635999999984",,"0,07116700000006",,,,,"0,062193999999977",,"0,059693000000152",,"0,065062999999782",,"0,069641000000047",,"0,057495000000017",,
"0,056763000000018","0,005493000000001","0,683960000000297",20:46:36,,,"0,078063999999984",,"0,07818599999996",,"0,078307999999993",,"0,077635999999984",,"0,07116700000006",,,,,"0,062194999999974",,"0,059693000000152",,"0,065063000000009",,"0,069641000000047",,"0,057495999999901",,
"0,05633499999999","0,003356999999994","0,676696999999876",20:46:36,,,"0,078063999999984",,"0,07818599999996",,"0,078307999999993",,"0,077636999999868",,"0,07116700000006",,,,,"0,062195000000088",,"0,059753000000001",,"0,06506400000012",,"0,069641000000047",,"0,05755599999975",,
"0,055297999999994","0,004150999999979","0,676026000000093",20:46:36,,,"0,078063999999984",,"0,078186000000187",,"0,078307999999993",,"0,077636999999868",,"0,071228000000247",,,,,"0,062195000000088",,"0,059753999999884",,"0,06506400000012",,"0,069641999999931",,"0,05755599999975",,
"0,055298000000022","0,004821000000049","0,67516999999998",20:46:36,,,"0,078063999999984",,"0,078186000000187",,"0,078307999999993",,"0,077636999999868",,"0,071288999999979",,,,,"0,062255999999934",,"0,059753999999884",,"0,06506400000012",,"0,069701999999779",,"0,057678000000124",,
"0,055968999999976","0,003356999999994","0,674743999999919",20:46:36,,,"0,078125",,"0,078186000000187",,"0,078307999999993",,"0,077636999999868",,"0,071288999999979",,,,,"0,062256000000048",,"0,059813999999733",,"0,065123999999969",,"0,069701999999779",,"0,057738999999856",,
"0,055176000000017","0,003539999999987","0,682678000000124",20:46:36,,,"0,078125",,"0,078187000000071",,"0,078307999999993",,"0,077636999999868",,"0,071288999999979",,,,,"0,062256000000048",,"0,059813999999733",,"0,065123999999969",,"0,069701999999779",,"0,057739000000311",,
"0,057372999999984","0,028442999999982","0,702453999999761",20:46:37,,,"0,078125",,"0,078246999999919",,"0,078307999999993",,"0,077636999999868",,"0,071289999999863",,,,,"0,062256000000048",,"0,059815000000072",,"0,065123999999969",,"0,069702000000234",,"0,057800000000043",,
"0,055542000000003","0,003601000000003","0,67334000000028",20:46:37,,,"0,078125",,"0,078246999999919",,"0,078307999999993",,"0,077636999999868",,"0,071349999999711",,,,,"0,062317000000007",,"0,059815000000072",,"0,065123999999969",,"0,069702000000234",,"0,057800999999927",,
"0,055237000000005","0,003906000000029","0,675597999999809",20:46:37,,,"0,078125",,"0,078246999999919",,"0,078308000000106",,"0,077636999999868",,"0,071350000000166",,,,,"0,062317000000007",,"0,059815000000072",,"0,065124999999853",,"0,069703000000118",,"0,057800999999927",,
"0,056091000000009","0,004943999999966","0,683532999999898",20:46:37,,,"0,078125",,"0,078246999999919",,"0,078308000000106",,"0,077636999999868",,"0,071350000000166",,,,,"0,062377999999967",,"0,05987499999992",,"0,06512500000008",,"0,069762999999966",,"0,057800999999927",,
"0,055053999999984","0,003052000000025","0,674804000000222",20:46:37,,,"0,07818599999996",,"0,078246999999919",,"0,078368999999839",,"0,077637000000323",,"0,071350000000166",,,,,"0,062378000000081",,"0,059875999999804",,"0,065184999999929",,"0,069762999999966",,"0,057860999999775",,
"0,055298000000022","0,003233999999964","0,676148000000012",20:46:37,,,"0,07818599999996",,"0,078246999999919",,"0,078368999999839",,"0,077637000000323",,"0,071350000000166",,,,,"0,062378000000081",,"0,059875999999804",,"0,065185000000156",,"0,069763000000421",,"0,057922999999846",,
"0,060362999999995","0,106873000000007","0,776610999999775",20:46:37,,,"0,07818599999996",,"0,078246999999919",,"0,078368999999839",,"0,077637000000323",,"0,071410999999898",,,,,"0,062438999999927",,"0,059876000000259",,"0,06518600000004",,"0,069763000000421",,"0,058043999999882",,
"0,060058999999996","0,107665999999995","0,775330000000395",20:46:37,,,"0,07818599999996",,"0,078246999999919",,"0,078368999999839",,"0,077696999999716",,"0,071410999999898",,,,,"0,062438999999927",,"0,059876000000259",,"0,06518600000004",,"0,06976399999985",,"0,058104999999614",,
"0,055847","0,003906000000029","0,683043999999882",20:46:37,,,"0,07818599999996",,"0,078247000000147",,"0,078368999999952",,"0,077696999999716",,"0,071410999999898",,,,,"0,062438999999927",,"0,059935999999652",,"0,06518600000004",,"0,069823999999699",,"0,058105000000069",,
"0,055847","0,019958999999972","0,692383000000064",20:46:37,,,"0,07818599999996",,"0,078247000000147",,"0,078368999999952",,"0,077697000000171",,"0,071410999999898",,,,,"0,06243900000004",,"0,059936000000107",,"0,06518600000004",,"0,069824000000153",,"0,058105999999953",,
"0,055297999999994","0,003418000000011","0,677062999999635",20:46:38,,,"0,078185999999988",,"0,078247000000147",,"0,078368999999952",,"0,077697000000171",,"0,071410999999898",,,,,"0,0625",,"0,059936999999991",,"0,065245999999888",,"0,069824000000153",,"0,058165999999801",,
"0,055237000000005","0,00366200000002","0,672485000000052",20:46:38,,,"0,078186000000017",,"0,078247000000147",,"0,078369000000066",,"0,077697000000171",,"0,071410999999898",,,,,"0,0625",,"0,059936999999991",,"0,065246000000116",,"0,069824000000153",,"0,058226999999988",,
"0,05767800000001","0,006713999999988","0,685547000000042",20:46:38,,,"0,078186000000017",,"0,078247000000147",,"0,078369000000066",,"0,077697000000171",,"0,071410999999898",,,,,"0,06256099999996",,"0,059936999999991",,"0,065246000000116",,"0,069824000000153",,"0,058226999999988",,
"0,055419999999998","0,003845000000013","0,676148000000012",20:46:38,,,"0,078186000000017",,"0,078307999999879",,"0,078369000000066",,"0,077697000000171",,"0,071410999999898",,,,,"0,06256099999996",,"0,059936999999991",,"0,065246000000116",,"0,069824999999582",,"0,058227999999872",,
"0,055907999999988","0,022582999999997","0,695556000000124",20:46:38,,,"0,078186000000073",,"0,078307999999879",,"0,078369000000066",,"0,0776979999996",,"0,071411000000353",,,,,"0,062561000000073",,"0,059936999999991",,"0,065246999999999",,"0,069825000000037",,"0,058227999999872",,
"0,054992999999996","0,003356999999994","0,67291299999988",20:46:38,,,"0,078186000000073",,"0,078307999999879",,"0,078369000000066",,"0,0776979999996",,"0,071411000000353",,,,,"0,062561000000073",,"0,059936999999991",,"0,065246999999999",,"0,069884999999886",,"0,05828799999972",,
"0,056274000000002","0,00945999999999","0,706420999999864",20:46:38,,,"0,078186000000073",,"0,078307999999879",,"0,078369000000066",,"0,077698000000055",,"0,071411000000353",,,,,"0,062621999999919",,"0,059936999999991",,"0,065246999999999",,"0,069884999999886",,"0,058288000000175",,
"0,057495000000017","0,007812999999999","1,20251400000006",20:46:38,,,"0,078246999999919",,"0,078307999999879",,"0,078369000000066",,"0,077698000000055",,"0,071471999999631",,,,,"0,062622000000033",,"0,059996999999839",,"0,065246999999999",,"0,069884999999886",,"0,058289000000059",,
"0,058044999999993","0,00848400000001","1,19226100000014",20:46:38,,,"0,078246999999976",,"0,078307999999879",,"0,078370000000177",,"0,077698000000055",,"0,071472000000085",,,,,"0,062622000000033",,"0,059998000000178",,"0,065246999999999",,"0,069884999999886",,"0,058289000000059",,
"0,056091000000009","0,005614999999978","1,19848600000023",20:46:38,,,"0,078246999999976",,"0,078307999999879",,"0,078429999999798",,"0,077698000000055",,"0,071532999999818",,,,,"0,062622000000033",,"0,059998000000178",,"0,065307000000075",,"0,06988500000034",,"0,058348999999907",,
"0,055419999999998","0,003783999999996","1,18798899999956",20:46:39,,,"0,078246999999976",,"0,078308000000106",,"0,078430000000026",,"0,077698000000055",,"0,071532999999818",,,,,"0,062622000000033",,"0,060058000000026",,"0,065307999999959",,"0,069886000000224",,"0,058350000000246",,
"0,054992999999996","0,003174000000001","1,18212900000026",20:46:39,,,"0,078247000000005",,"0,078308000000106",,"0,078430000000026",,"0,077698000000055",,"0,071594000000005",,,,,"0,062622999999917",,"0,060058000000026",,"0,065307999999959",,"0,069886000000224",,"0,058410000000095",,
"0,055969000000005","0,004333000000031","1,18658400000004",20:46:39,,,"0,078247000000033",,"0,078308000000106",,"0,078430000000026",,"0,077698000000055",,"0,071594000000005",,,,,"0,062682999999993",,"0,060058000000026",,"0,065307999999959",,"0,069886000000224",,"0,058472000000165",,
"0,055175999999989","0,003784999999993","1,1859129999998",20:46:39,,,"0,078247000000033",,"0,078308000000106",,"0,078430000000026",,"0,077698000000055",,"0,071594000000005",,,,,"0,062682999999993",,"0,06005899999991",,"0,065308000000187",,"0,069886000000224",,"0,058472000000165",,
"0,057921999999991","0,005798000000027","1,18847700000015",20:46:39,,,"0,078247000000033",,"0,078308000000106",,"0,078430000000026",,"0,077698000000055",,"0,071594999999888",,,,,"0,062682999999993",,"0,060059000000365",,"0,065368999999919",,"0,069886000000224",,"0,058532999999898",,
"0,055298000000022","0,005248999999992","1,19952400000011",20:46:39,,,"0,078247000000033",,"0,078368999999839",,"0,078430000000026",,"0,077757999999903",,"0,071595000000343",,,,,"0,062682999999993",,"0,060119000000214",,"0,065428999999995",,"0,069946000000073",,"0,05859399999963",,
"0,054564999999997","0,003112999999985","1,17218000000003",20:46:39,,,"0,078247999999917",,"0,078368999999839",,"0,078430000000026",,"0,077757999999903",,"0,071654999999737",,,,,"0,062743999999952",,"0,060119999999643",,"0,065428999999995",,"0,069946000000073",,"0,058594000000085",,
"0,056579999999997","0,007019000000014","1,20062199999984",20:46:39,,,"0,078247999999917",,"0,078368999999839",,"0,07843099999991",,"0,077758999999787",,"0,071654999999737",,,,,"0,062743999999952",,"0,060120000000097",,"0,065429999999879",,"0,069946000000073",,"0,058653999999933",,
"0,055175999999989","0,00347899999997","1,18603600000006",20:46:39,,,"0,078248000000031",,"0,078368999999839",,"0,078431000000023",,"0,077758999999787",,"0,071655000000192",,,,,"0,062743999999952",,"0,060120000000097",,"0,065429999999879",,"0,069946999999957",,"0,058654999999817",,
"0,055176000000017","0,003112999999985","1,17248500000005",20:46:39,,,"0,078307999999993",,"0,078368999999839",,"0,078431000000137",,"0,077758999999787",,"0,071655000000192",,,,,"0,062744000000066",,"0,060179999999946",,"0,065430000000106",,"0,070006999999805",,"0,058654999999817",,
"0,057860999999974","0,007263000000023","1,19061299999976",20:46:40,,,"0,078307999999993",,"0,078369000000066",,"0,078431000000137",,"0,077758999999787",,"0,071655000000192",,,,,"0,062744000000066",,"0,060180000000401",,"0,065490000000182",,"0,070006999999805",,"0,05871500000012",,
"0,054993000000025","0,002991000000009","1,1968380000003",20:46:40,,,"0,078307999999993",,"0,078369000000066",,"0,078490999999986",,"0,077759000000242",,"0,071655000000192",,,,,"0,062804999999912",,"0,060181000000284",,"0,065490999999838",,"0,070006999999805",,"0,05871500000012",,
"0,05523599999998","0,00372299999998","1,18670699999984",20:46:40,,,"0,078307999999993",,"0,078369000000066",,"0,078490999999986",,"0,077759000000242",,"0,071656000000076",,,,,"0,062805000000026",,"0,060242000000017",,"0,065490999999838",,"0,070006999999805",,"0,05871500000012",,
"0,055115000000001","0,003113000000042","1,18432600000006",20:46:40,,,"0,078307999999993",,"0,078369000000066",,"0,078490999999986",,"0,077759000000242",,"0,071715999999924",,,,,"0,062805000000026",,"0,060242000000017",,"0,065491000000066",,"0,07000700000026",,"0,058716000000004",,
